,nickname,region,rank,rank_rr,rank_rating,level,match,playtime_hours,damage_round,kill_death_ratio,headshot_rate,winrate,win,kast,damage_roun,kills,death,assist,acs,kad_ratio,kill_round_ratio,first_blood,flawless_round,aces,round_win,agent1,agent1_hours,matches1,win_rate1,k/d1,adr1,acs1,average_ddealt_round1,best_map1,map1_wr,agent2,agent2_hours,matches2,win_rate2,k/d2,adr2,acs2,average_ddealt_round2,best_map2,map2_wr,agent3,agent3_hours,matches3,win_rate3,k/d3,adr3,acs3,average_ddealt_round3,best_map3,map3_wr,role1,win_rate1.1,win_lose1,kda_rate1,kda1,role2,win_rate2.1,win_lose2,kda_rate2,kda2,role3,win_rate3.1,win_lose3,kda_rate3,kda3,role4,win_rate4,win_lose4,kda_rate4,kda4,weapon_name1,weapon_type1,head_rate1,body_rate1,legs_rate1,kills1,weapon_name2,weapon_type2,head_rate2,body_rate2,legs_rate2,kills2,weapon_name3,weapon_type3,head_rate3,body_rate3,legs_rate3,kills3,map_name1,win_rate1.2,win_lose1.1,map_name2,win_rate2.2,win_lose2.1,map_name3,win_rate3.2,win_lose3.1,map_name4,win_rate4.1,win_lose4.1,map_name5,win_rate5,win_lose5,map_name6,win_rate6,win_lose6,map_name7,win_rate7,win_lose7
0,articuno#ayra,na,Radiant,1032.0,1.0,1068.0,227.0,124.0,174.8,1.36,32.1,63.9,145.0,77.5,44.0,4538.0,3336.0,1570.0,266.0,1.83,0.9,573.0,220.0,16.0,54.5,Vyse,22.0,39.0,74.4,1.58,183.2,269.1,68.0,Lotus,83.0,Tejo,17.0,33.0,57.6,1.26,158.1,236.6,38.0,Lotus,60.0,Clove,14.0,27.0,81.5,1.37,201.1,312.7,44.0,Haven,100.0,Sentinel,72.1,31.12,1.99,889 / 584 / 275,Duelist,57.7,45.31,1.61,"1,610 / 1,215 / 345",Controller,75.0,24.8,1.87,756 / 545 / 264,Initiator,60.8,45.28,1.98,"1,283 / 992 / 686",Vandal,Assault Rifles,48.0,49.0,3.0,2320.0,Phantom,Assault Rifles,44.0,52.0,4.0,856.0,Ghost,Sidearms,47.0,52.0,2.0,360.0,Lotus,67.9,19.8,Split,67.7,21.9,Pearl,66.7,20.1,Fracture,64.9,24.13,Haven,63.9,23.13,Bind,60.6,20.13,Abyss,56.2,18.13
1,ttv 1zerona#harpr,na,Radiant,675.0,31.0,733.0,174.0,93.0,156.3,1.17,32.7,57.5,100.0,74.8,22.0,3115.0,2660.0,973.0,239.2,1.54,0.8,405.0,127.0,6.0,52.4,Vyse,13.0,25.0,68.0,1.38,168.2,258.0,41.0,Abyss,82.0,Sova,11.0,21.0,47.6,1.08,152.4,227.8,19.0,Haven,50.0,Clove,8.2,16.0,75.0,1.14,171.4,267.7,14.0,Lotus,100.0,Initiator,52.8,38.34,1.49,"1,142 / 1,075 / 461",Controller,66.7,14.6,1.58,403 / 355 / 159,Sentinel,59.0,23.15,1.66,756 / 567 / 185,Duelist,59.5,25.17,1.48,814 / 663 / 168,Vandal,Assault Rifles,49.0,48.0,3.0,1409.0,Phantom,Assault Rifles,38.0,56.0,6.0,702.0,Sheriff,Sidearms,62.0,36.0,2.0,228.0,Lotus,69.2,18.8,Split,66.7,18.9,Abyss,60.0,15.9,Fracture,56.0,14.11,Haven,52.4,11.1,Bind,48.1,13.14,Pearl,47.8,11.11
2,MU geeza#caide,na,Radiant,724.0,24.0,724.0,152.0,81.0,163.2,1.25,40.6,59.2,90.0,75.7,29.0,2814.0,2246.0,821.0,247.9,1.62,0.9,380.0,124.0,5.0,53.8,Cypher,17.0,34.0,64.7,1.43,176.8,267.4,49.0,Haven,88.0,Breach,13.0,26.0,61.5,1.21,157.9,242.8,22.0,Lotus,80.0,Vyse,10.0,21.0,66.7,1.32,171.0,258.8,43.0,Pearl,80.0,Sentinel,61.2,41.26,1.63,"1,254 / 942 / 284",Initiator,53.2,33.28,1.62,"1,094 / 939 / 429",Duelist,68.2,15.6,1.56,453 / 353 / 97,Controller,100.0,1.0,2.0,13 / 12 / 11,Vandal,Assault Rifles,53.0,44.0,3.0,1701.0,Guardian,Assault Rifles,62.0,38.0,1.0,257.0,Phantom,Assault Rifles,44.0,52.0,4.0,224.0,Pearl,78.3,18.5,Lotus,69.6,16.6,Haven,69.6,16.7,Split,54.2,13.11,Abyss,50.0,9.9,Bind,47.1,8.9,Fracture,41.7,10.13
3,M80 wedid#0702,na,Radiant,671.0,35.0,757.0,251.0,140.0,132.0,1.02,32.4,52.6,132.0,74.2,3.0,3800.0,3739.0,1639.0,197.4,1.45,0.7,363.0,179.0,2.0,50.7,Vyse,32.0,57.0,56.1,1.06,134.1,197.5,8.0,Pearl,78.0,Tejo,24.0,44.0,59.1,1.06,137.9,204.6,10.0,Split,69.0,Breach,21.0,39.0,46.2,1.03,129.1,198.6,2.0,Lotus,67.0,Controller,43.9,18.22,1.38,585 / 629 / 281,Sentinel,55.7,49.39,1.36,"1,387 / 1,307 / 391",Duelist,50.0,1.1,0.8,19 / 30 / 5,Initiator,53.3,64.56,1.56,"1,809 / 1,773 / 962",Vandal,Assault Rifles,46.0,49.0,4.0,1993.0,Phantom,Assault Rifles,37.0,56.0,6.0,625.0,Sheriff,Sidearms,68.0,31.0,1.0,348.0,Bind,60.0,21.14,Lotus,60.0,21.14,Split,56.8,21.15,Pearl,56.4,22.17,Abyss,48.3,14.15,Haven,45.0,18.22,Fracture,41.7,15.21
4,P0PPIN#4528,na,Radiant,695.0,28.0,850.0,147.0,76.0,147.2,1.08,29.8,60.5,89.0,72.1,14.0,2440.0,2258.0,853.0,226.4,1.46,0.8,438.0,104.0,8.0,53.1,Sova,23.0,45.0,71.1,1.14,148.2,224.3,19.0,Haven,71.0,Skye,7.7,15.0,46.7,1.04,138.9,219.0,13.0,Bind,46.0,Viper,7.6,15.0,66.7,1.17,156.3,240.3,26.0,Split,67.0,Initiator,60.0,51.34,1.53,"1,378 / 1,268 / 556",Sentinel,54.2,13.11,1.25,368 / 346 / 65,Controller,63.6,14.8,1.58,407 / 367 / 172,Duelist,68.8,11.5,1.25,287 / 277 / 60,Vandal,Assault Rifles,50.0,46.0,4.0,884.0,Phantom,Assault Rifles,43.0,53.0,4.0,586.0,Classic,Sidearms,44.0,54.0,2.0,122.0,Haven,72.7,16.6,Abyss,72.0,18.7,Pearl,64.7,11.6,Split,61.9,13.8,Lotus,59.1,13.9,Fracture,50.0,12.12,Bind,37.5,6.1
5,M80 bdog#858,na,Radiant,658.0,44.0,575.0,176.0,97.0,157.3,1.07,27.8,52.3,92.0,76.7,8.0,3214.0,3003.0,1553.0,245.6,1.59,0.9,373.0,121.0,10.0,51.0,Clove,66.0,118.0,50.0,1.05,163.2,256.6,5.0,Pearl,67.0,Breach,9.8,19.0,57.9,1.22,142.5,216.7,19.0,Pearl,50.0,Jett,7.4,13.0,76.9,1.08,139.8,219.4,11.0,Haven,75.0,Controller,50.0,66.64,1.57,"2,506 / 2,375 / 1,230",Sentinel,25.0,1.3,1.22,61 / 60 / 12,Duelist,66.7,12.6,1.31,307 / 286 / 67,Initiator,59.1,13.9,2.07,340 / 282 / 244,Phantom,Assault Rifles,40.0,57.0,3.0,1910.0,Vandal,Assault Rifles,44.0,52.0,3.0,237.0,Frenzy,Sidearms,30.0,65.0,5.0,151.0,Pearl,64.0,16.9,Split,58.3,14.9,Bind,52.2,12.11,Fracture,52.0,13.12,Lotus,51.9,14.12,Abyss,48.0,12.13,Haven,40.7,11.16
6,Lethal#Ethan,na,Radiant,524.0,145.0,627.0,150.0,82.0,148.8,1.01,31.5,51.3,77.0,68.7,4.0,2526.0,2503.0,670.0,224.3,1.28,0.8,515.0,84.0,2.0,50.6,Reyna,19.0,34.0,50.0,1.04,151.8,231.1,4.0,Fracture,67.0,Cypher,16.0,30.0,56.7,0.99,141.5,214.0,3.0,Haven,64.0,Vyse,12.0,22.0,50.0,1.22,171.3,250.3,33.0,Abyss,56.0,Duelist,42.3,22.29,1.2,927 / 923 / 178,Controller,77.8,7.2,1.49,167 / 163 / 76,Initiator,52.9,9.8,1.24,216 / 258 / 105,Sentinel,54.2,39.32,1.32,"1,216 / 1,159 / 311",Vandal,Assault Rifles,48.0,49.0,3.0,1500.0,Ghost,Sidearms,53.0,46.0,1.0,222.0,Sheriff,Sidearms,56.0,42.0,2.0,181.0,Abyss,61.1,11.7,Haven,57.9,11.7,Pearl,52.4,11.1,Fracture,52.2,12.1,Lotus,50.0,12.12,Split,45.5,10.12,Bind,43.5,10.13
7,SR PA1NT#Peak,na,Immortal 3,426.0,308.0,677.0,98.0,50.0,156.2,1.08,30.2,54.1,53.0,72.8,11.0,1709.0,1581.0,439.0,238.5,1.36,0.8,271.0,71.0,2.0,51.6,Raze,18.0,36.0,47.2,1.13,164.5,249.8,21.0,Lotus,57.0,Jett,9.7,19.0,36.8,1.04,150.5,233.6,5.0,Pearl,43.0,Neon,7.0,14.0,71.4,0.98,143.9,222.6,8.0,Haven,80.0,Initiator,85.7,6.1,1.55,106 / 100 / 49,Duelist,49.4,40.41,1.32,"1,431 / 1,333 / 326",Controller,80.0,4.1,1.94,111 / 79 / 42,Sentinel,60.0,3.2,1.2,61 / 69 / 22,Vandal,Assault Rifles,50.0,48.0,2.0,951.0,Sheriff,Sidearms,61.0,39.0,0.0,154.0,Phantom,Assault Rifles,37.0,58.0,5.0,119.0,Abyss,66.7,8.4,Pearl,63.6,7.4,Lotus,57.9,11.8,Fracture,55.6,10.8,Split,54.5,6.5,Bind,41.7,5.7,Haven,40.0,6.9
8,CSU wyyu#1of1,na,Radiant,463.0,236.0,530.0,132.0,72.0,158.6,1.05,28.2,51.5,68.0,72.0,11.0,2331.0,2220.0,533.0,238.0,1.29,0.8,393.0,97.0,3.0,50.3,Raze,29.0,51.0,51.0,1.02,160.7,239.1,10.0,Bind,54.0,Jett,17.0,31.0,48.4,1.02,147.0,224.5,5.0,Pearl,60.0,Iso,14.0,28.0,64.3,1.13,163.0,244.8,20.0,Abyss,83.0,Duelist,51.2,65.59,1.3,"2,255 / 2,126 / 505",Controller,75.0,3.1,1.22,71 / 81 / 28,Initiator,0.0,0.1,0.38,5 / 13 / 0,,,,,,Vandal,Assault Rifles,39.0,58.0,4.0,1448.0,Phantom,Assault Rifles,37.0,59.0,4.0,212.0,Sheriff,Sidearms,66.0,32.0,2.0,175.0,Fracture,58.8,10.6,Bind,58.8,10.7,Haven,54.5,12.1,Abyss,52.9,9.8,Lotus,47.8,11.11,Pearl,47.1,8.9,Split,42.1,8.1
9,add3r#jason,na,Radiant,521.0,149.0,568.0,76.0,41.0,154.8,1.17,36.7,61.8,47.0,75.6,23.0,1344.0,1151.0,397.0,230.0,1.51,0.8,140.0,66.0,4.0,53.4,Cypher,18.0,35.0,48.6,1.12,150.9,222.1,19.0,Lotus,67.0,Vyse,15.0,27.0,77.8,1.23,151.7,226.6,27.0,Pearl,89.0,Clove,2.1,4.0,75.0,1.15,179.7,270.5,14.0,Lotus,50.0,Sentinel,61.3,38.23,1.5,"1,074 / 922 / 309",Controller,75.0,3.1,1.54,82 / 71 / 27,Initiator,80.0,4.1,1.76,87 / 72 / 40,Duelist,40.0,2.3,1.42,101 / 86 / 21,Vandal,Assault Rifles,51.0,47.0,2.0,872.0,Ghost,Sidearms,55.0,44.0,2.0,117.0,Guardian,Assault Rifles,57.0,41.0,2.0,85.0,Bind,87.5,7.1,Pearl,72.7,8.3,Lotus,66.7,8.3,Fracture,60.0,6.4,Haven,58.3,7.5,Abyss,58.3,7.5,Split,36.4,4.7
10,Twitch Natedog#ROOOF,na,Radiant,582.0,90.0,640.0,127.0,67.0,148.8,1.05,31.8,56.7,72.0,71.7,9.0,2042.0,1940.0,599.0,222.8,1.36,0.8,298.0,83.0,5.0,52.6,Raze,13.0,26.0,65.4,1.17,165.8,250.7,23.0,Bind,64.0,Jett,10.0,19.0,52.6,0.93,131.4,196.6,2.0,Haven,55.0,Clove,9.6,19.0,63.2,1.0,160.3,243.6,2.0,Pearl,50.0,Sentinel,40.0,6.9,1.26,234 / 238 / 67,Duelist,57.4,39.29,1.33,"1,121 / 1,045 / 269",Controller,57.1,12.9,1.4,338 / 348 / 150,Initiator,65.2,15.8,1.5,349 / 309 / 113,Vandal,Assault Rifles,47.0,49.0,3.0,923.0,Phantom,Assault Rifles,46.0,51.0,3.0,433.0,Sheriff,Sidearms,59.0,41.0,0.0,137.0,Fracture,73.7,14.5,Bind,70.0,14.6,Split,60.0,12.8,Lotus,56.2,9.7,Haven,55.0,11.9,Pearl,50.0,7.7,Abyss,27.8,5.13
11,Twitch Zamal#29a,na,Radiant,530.0,135.0,861.0,179.0,101.0,158.3,1.1,36.7,52.0,93.0,72.5,17.0,3237.0,2935.0,790.0,238.1,1.37,0.8,570.0,128.0,8.0,51.0,Jett,25.0,46.0,56.5,1.15,153.9,237.3,18.0,Haven,42.0,Iso,26.0,45.0,51.1,1.03,152.1,223.1,8.0,Abyss,67.0,Raze,20.0,35.0,42.9,1.13,168.5,250.8,29.0,Lotus,50.0,Duelist,52.3,79.72,1.35,"2,740 / 2,468 / 584",Controller,50.0,13.13,1.53,469 / 435 / 196,Initiator,50.0,1.1,1.19,28 / 32 / 10,,,,,,Vandal,Assault Rifles,55.0,42.0,3.0,1786.0,Phantom,Assault Rifles,45.0,49.0,6.0,285.0,Sheriff,Sidearms,69.0,30.0,1.0,252.0,Abyss,64.3,18.1,Fracture,62.5,15.9,Pearl,52.0,13.12,Lotus,51.9,14.13,Bind,51.7,15.14,Split,43.5,10.13,Haven,34.8,8.15
12,little adhd boy#zive,na,Radiant,512.0,162.0,563.0,137.0,75.0,149.9,1.01,25.3,48.2,66.0,70.0,3.0,2398.0,2368.0,674.0,235.0,1.3,0.8,448.0,88.0,4.0,49.9,Neon,68.0,125.0,48.8,1.03,151.7,238.3,1.0,Haven,55.0,Clove,1.9,4.0,50.0,0.99,158.9,248.5,9.0,Pearl,50.0,Yoru,0.4,1.0,0.0,0.29,60.8,89.2,104.0,Split,0.0,Duelist,48.4,62.64,1.3,"2,251 / 2,204 / 619",Initiator,50.0,2.2,1.19,70 / 81 / 26,Controller,50.0,2.2,1.39,69 / 70 / 28,Sentinel,0.0,0.1,0.69,8 / 13 / 1,Vandal,Assault Rifles,44.0,53.0,3.0,1015.0,Phantom,Assault Rifles,39.0,56.0,5.0,606.0,Classic,Sidearms,39.0,57.0,4.0,124.0,Haven,55.0,11.9,Lotus,50.0,11.1,Fracture,50.0,9.9,Split,50.0,11.1,Bind,50.0,9.9,Pearl,45.0,9.11,Abyss,35.3,6.11
13,6K Panaek#CLN,na,Radiant,516.0,156.0,298.0,193.0,104.0,147.2,1.13,26.1,50.3,97.0,73.2,16.0,3112.0,2753.0,807.0,221.8,1.42,0.8,469.0,133.0,3.0,50.8,Jett,32.0,59.0,50.8,1.13,144.9,218.3,14.0,Abyss,56.0,Raze,25.0,47.0,61.7,1.22,164.4,247.9,32.0,Bind,69.0,Yoru,9.2,16.0,31.2,1.11,144.4,217.7,15.0,Pearl,40.0,Duelist,52.1,74.68,1.41,"2,375 / 2,077 / 555",Sentinel,46.2,12.14,1.39,366 / 343 / 110,Initiator,43.5,10.13,1.52,331 / 299 / 124,Controller,50.0,1.1,1.71,40 / 34 / 18,Vandal,Assault Rifles,46.0,51.0,3.0,1232.0,Phantom,Assault Rifles,41.0,56.0,4.0,305.0,Operator,Sniper Rifles,15.0,85.0,1.0,264.0,Fracture,55.2,16.13,Lotus,54.8,17.14,Abyss,54.5,18.15,Bind,52.0,13.12,Haven,50.0,14.14,Pearl,40.9,9.13,Split,40.0,10.15
14,atlas#katie,na,Radiant,500.0,177.0,346.0,144.0,76.0,153.9,1.08,22.7,50.7,73.0,73.1,10.0,2539.0,2353.0,764.0,236.5,1.4,0.8,316.0,101.0,3.0,50.2,Clove,10.0,22.0,27.3,0.91,150.2,236.6,17.0,Lotus,50.0,Sova,9.6,18.0,55.6,0.99,147.4,216.5,5.0,Abyss,63.0,Raze,8.7,17.0,47.1,1.19,171.8,268.6,23.0,Split,60.0,Sentinel,57.9,11.8,1.52,327 / 276 / 93,Initiator,54.2,26.22,1.44,828 / 770 / 283,Controller,31.0,9.2,1.3,482 / 508 / 180,Duelist,56.3,27.21,1.39,902 / 799 / 208,Vandal,Assault Rifles,33.0,63.0,3.0,1438.0,Sheriff,Sidearms,42.0,54.0,4.0,207.0,Phantom,Assault Rifles,33.0,63.0,4.0,202.0,Bind,63.6,14.8,Pearl,61.1,11.7,Abyss,57.1,12.9,Split,50.0,10.1,Lotus,47.4,9.1,Fracture,40.0,8.12,Haven,37.5,9.15
15,2G gobera#2001,na,Radiant,564.0,110.0,805.0,156.0,87.0,159.8,1.17,32.3,49.4,77.0,73.7,25.0,2804.0,2388.0,827.0,237.4,1.52,0.8,383.0,127.0,6.0,49.5,Cypher,18.0,33.0,54.5,1.23,148.3,220.0,27.0,Haven,63.0,Vyse,12.0,22.0,36.4,1.12,155.3,229.2,20.0,Lotus,50.0,Clove,12.0,22.0,54.5,1.19,179.1,267.7,27.0,Split,60.0,Controller,49.1,28.28,1.62,"1,062 / 903 / 405",Sentinel,49.3,34.34,1.43,"1,191 / 1,023 / 275",Initiator,53.8,7.6,1.59,218 / 189 / 82,Duelist,47.1,8.9,1.46,333 / 273 / 65,Vandal,Assault Rifles,45.0,51.0,4.0,1320.0,Phantom,Assault Rifles,39.0,57.0,4.0,432.0,Guardian,Assault Rifles,44.0,55.0,1.0,308.0,Abyss,55.0,11.9,Fracture,54.5,12.1,Split,54.5,12.9,Lotus,50.0,11.1,Haven,50.0,13.13,Bind,43.5,10.13,Pearl,38.1,8.13
16,flasHH#iwnl,na,Radiant,470.0,219.0,576.0,176.0,96.0,164.1,1.2,33.6,52.3,92.0,75.0,30.0,3138.0,2614.0,1013.0,241.2,1.59,0.8,371.0,125.0,4.0,51.7,Raze,16.0,31.0,54.8,1.17,165.7,242.7,30.0,Split,56.0,Jett,12.0,21.0,33.3,1.2,172.1,255.4,34.0,Abyss,38.0,Clove,10.0,19.0,31.6,1.08,165.4,251.0,11.0,Bind,50.0,Duelist,50.0,43.43,1.54,"1,597 / 1,294 / 401",Initiator,61.9,26.15,1.7,645 / 578 / 340,Sentinel,57.1,16.12,1.56,514 / 390 / 96,Controller,35.0,7.13,1.59,382 / 352 / 176,Vandal,Assault Rifles,51.0,47.0,2.0,1894.0,Sheriff,Sidearms,58.0,42.0,0.0,355.0,Guardian,Assault Rifles,47.0,51.0,3.0,150.0,Pearl,60.0,12.7,Fracture,60.0,15.1,Haven,54.5,12.1,Split,53.8,14.12,Lotus,53.6,15.13,Bind,50.0,13.13,Abyss,37.9,11.18
17,twitch ummghoul#000,na,Radiant,494.0,186.0,497.0,131.0,71.0,140.9,0.96,36.1,48.9,64.0,69.0,8.0,2009.0,2100.0,538.0,206.5,1.21,0.7,274.0,88.0,1.0,48.5,Jett,30.0,57.0,38.6,0.95,146.2,214.0,1.0,Haven,50.0,Phoenix,18.0,33.0,63.6,1.01,143.0,211.2,19.0,Pearl,80.0,Reyna,10.0,20.0,55.0,0.9,126.5,186.0,17.0,Bind,63.0,Duelist,49.6,59.59,1.23,"1,867 / 1,918 / 485",Initiator,33.3,1.2,1.25,35 / 44 / 20,Sentinel,44.4,4.5,1.01,107 / 138 / 33,,,,,,Vandal,Assault Rifles,50.0,46.0,3.0,1246.0,Guardian,Assault Rifles,60.0,39.0,1.0,186.0,Phantom,Assault Rifles,42.0,54.0,4.0,176.0,Pearl,73.3,11.4,Bind,64.7,11.6,Haven,55.0,11.9,Fracture,44.4,8.1,Lotus,40.0,8.11,Split,36.8,7.12,Abyss,36.4,8.14
18,A1D#5305,na,Radiant,463.0,235.0,593.0,109.0,60.0,138.9,0.96,35.6,50.5,55.0,73.6,3.0,1722.0,1797.0,719.0,210.8,1.36,0.7,190.0,75.0,4.0,49.8,Clove,25.0,48.0,50.0,0.95,150.3,228.3,3.0,Pearl,78.0,Tejo,9.3,16.0,25.0,0.97,126.8,192.3,2.0,Split,40.0,Reyna,8.1,15.0,53.3,0.96,139.2,211.5,9.0,Abyss,67.0,Sentinel,66.7,8.4,1.36,176 / 182 / 71,Initiator,37.9,11.18,1.36,453 / 458 / 171,Duelist,57.9,11.7,1.19,278 / 303 / 82,Controller,51.0,25.24,1.42,815 / 854 / 395,Vandal,Assault Rifles,49.0,50.0,2.0,1080.0,Guardian,Assault Rifles,44.0,55.0,1.0,203.0,Sheriff,Sidearms,57.0,43.0,0.0,164.0,Split,60.0,9.6,Bind,57.1,8.6,Pearl,53.3,8.6,Lotus,53.3,8.7,Haven,53.3,8.7,Abyss,45.0,9.11,Fracture,33.3,5.1
19,cool#peep,na,Radiant,464.0,231.0,195.0,47.0,24.0,158.1,1.17,37.7,72.3,34.0,72.1,22.0,803.0,686.0,156.0,238.8,1.4,0.8,152.0,43.0,3.0,58.0,Reyna,15.0,31.0,83.9,1.46,180.8,274.2,48.0,Fracture,100.0,Jett,6.4,11.0,45.5,0.76,123.2,187.5,26.0,Split,100.0,Sova,2.7,5.0,60.0,0.78,110.9,158.1,20.0,Lotus,100.0,Initiator,60.0,3.2,0.96,60 / 77 / 14,Duelist,73.8,31.1,1.45,743 / 609 / 142,,,,,,,,,,,Vandal,Assault Rifles,53.0,43.0,4.0,500.0,Phantom,Assault Rifles,48.0,47.0,6.0,106.0,Ghost,Sidearms,58.0,40.0,1.0,88.0,Fracture,87.5,7.1,Abyss,83.3,5.1,Pearl,80.0,4.1,Split,77.8,7.2,Bind,66.7,4.2,Haven,60.0,3.2,Lotus,50.0,4.3
20,LEV C0M#512,na,Radiant,482.0,203.0,582.0,95.0,52.0,151.3,1.13,28.1,55.8,53.0,74.3,17.0,1586.0,1401.0,636.0,230.0,1.59,0.8,176.0,72.0,2.0,51.7,Sova,11.0,21.0,38.1,1.25,162.5,245.4,36.0,Haven,57.0,Clove,9.4,18.0,66.7,1.14,173.8,273.7,16.0,Haven,100.0,Tejo,6.2,12.0,58.3,1.1,137.6,202.3,11.0,Haven,100.0,Initiator,48.9,22.22,1.73,775 / 630 / 316,Duelist,46.7,7.8,1.22,229 / 243 / 67,Sentinel,78.6,11.3,1.48,192 / 178 / 72,Controller,61.9,13.8,1.63,390 / 350 / 181,Phantom,Assault Rifles,42.0,53.0,5.0,631.0,Vandal,Assault Rifles,45.0,51.0,4.0,411.0,Classic,Sidearms,40.0,56.0,4.0,85.0,Bind,80.0,12.3,Lotus,66.7,8.3,Haven,66.7,10.5,Fracture,56.2,9.7,Split,45.5,5.6,Abyss,35.7,5.9,Pearl,33.3,4.8
21,iisBunny#1111,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,DankatronDos#DANK,na,Radiant,454.0,259.0,480.0,166.0,90.0,208.4,1.5,32.0,56.6,94.0,73.6,58.0,4010.0,2679.0,628.0,324.6,1.73,1.1,671.0,137.0,35.0,52.1,Reyna,65.0,121.0,58.7,1.47,204.4,317.4,52.0,Split,67.0,Jett,8.1,15.0,66.7,1.6,208.8,333.2,70.0,Split,100.0,Iso,8.2,14.0,35.7,1.61,229.5,354.5,81.0,Abyss,75.0,Duelist,57.2,91.68,1.74,"3,834 / 2,548 / 594",Controller,33.3,1.2,1.1,54 / 60 / 12,Sentinel,33.3,1.2,1.98,98 / 57 / 15,Initiator,100.0,1.0,2.21,24 / 14 / 7,Vandal,Assault Rifles,41.0,55.0,3.0,2785.0,Phantom,Assault Rifles,38.0,57.0,5.0,325.0,Ghost,Sidearms,47.0,51.0,2.0,321.0,Bind,66.7,16.8,Split,65.4,17.9,Pearl,56.5,13.1,Fracture,56.5,13.1,Haven,52.4,11.1,Lotus,52.2,12.11,Abyss,46.2,12.14
23,drexsnipezz#ttv,na,Radiant,451.0,267.0,173.0,176.0,94.0,160.3,1.11,39.6,53.4,94.0,71.9,16.0,3198.0,2886.0,632.0,240.9,1.33,0.9,577.0,128.0,3.0,51.6,Iso,19.0,35.0,54.3,1.22,173.6,261.8,32.0,Bind,71.0,Cypher,16.0,34.0,58.8,1.23,166.2,255.6,25.0,Haven,58.0,Raze,12.0,24.0,66.7,1.1,161.8,243.9,15.0,Fracture,70.0,Duelist,57.3,43.31,1.32,"1,371 / 1,224 / 250",Controller,54.5,6.5,1.22,212 / 216 / 51,Initiator,40.0,8.12,1.37,326 / 320 / 111,Sentinel,52.9,37.32,1.34,"1,289 / 1,126 / 220",Vandal,Assault Rifles,54.0,43.0,3.0,2139.0,Ghost,Sidearms,55.0,44.0,1.0,299.0,Guardian,Assault Rifles,59.0,36.0,5.0,176.0,Abyss,72.7,16.6,Fracture,60.7,17.1,Pearl,57.7,15.1,Lotus,48.0,12.13,Bind,46.2,12.14,Split,45.8,11.13,Haven,44.0,11.14
24,Limp#frox,na,Immortal 3,354.0,425.0,709.0,339.0,185.0,150.6,1.01,33.4,47.2,160.0,74.5,2.0,5780.0,5738.0,2235.0,228.2,1.4,0.8,588.0,256.0,12.0,49.5,Clove,106.0,194.0,49.0,1.03,160.8,246.0,3.0,Fracture,65.0,Vyse,16.0,29.0,48.3,1.04,140.4,208.9,8.0,Pearl,67.0,Reyna,12.0,24.0,54.2,1.05,146.1,217.4,2.0,Abyss,100.0,Duelist,44.7,21.25,1.3,780 / 754 / 197,Sentinel,50.0,29.28,1.26,901 / 910 / 250,Controller,48.5,98.102,1.47,"3,696 / 3,592 / 1,594",Initiator,37.5,12.2,1.24,403 / 482 / 194,Vandal,Assault Rifles,48.0,48.0,4.0,3118.0,Phantom,Assault Rifles,42.0,54.0,3.0,1043.0,Sheriff,Sidearms,61.0,38.0,1.0,477.0,Fracture,55.6,30.24,Abyss,51.0,25.23,Bind,50.0,24.23,Split,50.0,23.22,Haven,47.1,24.27,Pearl,42.6,20.27,Lotus,31.8,14.29
25,NMSRLM#1913,na,Immortal 3,416.0,327.0,291.0,169.0,95.0,147.5,1.1,38.9,47.3,80.0,72.4,13.0,2877.0,2614.0,870.0,221.1,1.43,0.8,345.0,124.0,5.0,49.7,Chamber,26.0,46.0,43.5,1.22,149.7,225.4,24.0,Pearl,57.0,Clove,18.0,32.0,46.9,1.0,154.2,235.8,5.0,Split,60.0,Vyse,14.0,26.0,61.5,1.19,147.4,218.7,21.0,Pearl,56.0,Sentinel,48.8,42.44,1.44,"1,435 / 1,217 / 318",Controller,46.4,32.34,1.42,"1,218 / 1,183 / 462",Initiator,41.7,5.7,1.49,185 / 174 / 74,Duelist,50.0,1.1,1.38,39 / 40 / 16,Vandal,Assault Rifles,54.0,44.0,3.0,1562.0,Phantom,Assault Rifles,51.0,44.0,4.0,332.0,Sheriff,Sidearms,61.0,39.0,0.0,238.0,Abyss,59.1,13.9,Fracture,50.0,13.13,Split,48.0,12.12,Haven,48.0,12.12,Pearl,48.0,12.13,Lotus,47.6,10.11,Bind,32.0,8.16
