,nickname,region,rank,rank_rr,rank_rating,level,match,playtime_hours,damage_round,kill_death_ratio,headshot_rate,winrate,win,kast,damage_roun,kills,death,assist,acs,kad_ratio,kill_round_ratio,first_blood,flawless_round,aces,round_win,agent1,agent1_hours,matches1,win_rate1,k/d1,adr1,acs1,average_ddealt_round1,best_map1,map1_wr,agent2,agent2_hours,matches2,win_rate2,k/d2,adr2,acs2,average_ddealt_round2,best_map2,map2_wr,agent3,agent3_hours,matches3,win_rate3,k/d3,adr3,acs3,average_ddealt_round3,best_map3,map3_wr,role1,win_rate1.1,win_lose1,kda_rate1,kda1,role2,win_rate2.1,win_lose2,kda_rate2,kda2,role3,win_rate3.1,win_lose3,kda_rate3,kda3,role4,win_rate4,win_lose4,kda_rate4,kda4,weapon_name1,weapon_type1,head_rate1,body_rate1,legs_rate1,kills1,weapon_name2,weapon_type2,head_rate2,body_rate2,legs_rate2,kills2,weapon_name3,weapon_type3,head_rate3,body_rate3,legs_rate3,kills3,map_name1,win_rate1.2,win_lose1.1,map_name2,win_rate2.2,win_lose2.1,map_name3,win_rate3.2,win_lose3.1,map_name4,win_rate4.1,win_lose4.1,map_name5,win_rate5,win_lose5,map_name6,win_rate6,win_lose6,map_name7,win_rate7,win_lose7
26,jesus above all#bbb,na,Immortal 3,348.0,440.0,675.0,130.0,72.0,144.3,1.03,28.5,43.8,57.0,74.2,3.0,2238.0,2179.0,716.0,227.5,1.36,0.8,322.0,78.0,1.0,49.5,Clove,29.0,53.0,35.8,1.02,156.2,250.2,8.0,Haven,45.0,Vyse,14.0,26.0,46.2,1.03,130.4,199.0,8.0,Fracture,75.0,Iso,6.0,12.0,41.7,1.01,144.2,221.2,2.0,Pearl,50.0,Controller,37.0,20.33,1.41,"1,024 / 1,000 / 381",Duelist,46.3,19.22,1.25,685 / 666 / 150,Sentinel,48.4,15.15,1.38,473 / 463 / 165,Initiator,75.0,3.1,1.52,56 / 50 / 20,Vandal,Assault Rifles,50.0,47.0,4.0,957.0,Phantom,Assault Rifles,44.0,52.0,4.0,376.0,Sheriff,Sidearms,64.0,34.0,2.0,206.0,Fracture,63.2,12.5,Abyss,47.4,9.1,Bind,47.4,9.1,Haven,46.7,7.8,Split,40.0,8.12,Pearl,38.1,8.13,Lotus,23.5,4.13
27,malik#gdk,na,Immortal 3,394.0,359.0,460.0,116.0,63.0,152.3,1.13,39.4,54.3,63.0,75.1,10.0,2016.0,1778.0,669.0,227.6,1.51,0.8,201.0,86.0,0.0,52.0,Clove,14.0,26.0,46.2,1.05,156.5,236.2,2.0,Split,60.0,Vyse,9.5,18.0,61.1,1.28,164.9,242.9,39.0,Abyss,67.0,Skye,6.3,12.0,58.3,1.06,141.1,216.5,6.0,Split,57.0,Duelist,55.9,19.15,1.62,640 / 496 / 164,Initiator,55.0,11.9,1.5,298 / 300 / 153,Controller,46.2,12.13,1.48,484 / 461 / 200,Sentinel,58.3,21.14,1.43,594 / 521 / 152,Vandal,Assault Rifles,52.0,45.0,3.0,1238.0,Guardian,Assault Rifles,62.0,38.0,0.0,145.0,Sheriff,Sidearms,75.0,24.0,1.0,130.0,Split,70.6,12.5,Haven,64.7,11.6,Bind,58.3,7.5,Fracture,52.9,9.8,Abyss,46.7,7.7,Lotus,45.5,10.12,Pearl,43.8,7.8
28,jhu pom#Yuqi,na,Immortal 3,422.0,317.0,274.0,116.0,62.0,172.1,1.42,37.1,71.6,83.0,76.8,45.0,2276.0,1603.0,558.0,264.6,1.77,0.9,401.0,109.0,8.0,57.6,Jett,15.0,30.0,80.0,1.53,178.7,274.2,56.0,Abyss,100.0,Neon,9.9,17.0,47.1,1.21,170.7,267.1,27.0,Fracture,55.0,Clove,5.7,11.0,72.7,1.5,195.7,309.0,50.0,Haven,100.0,Duelist,65.6,42.22,1.63,"1,287 / 938 / 246",Initiator,74.2,23.7,1.84,545 / 394 / 181,Sentinel,100.0,10.0,2.34,197 / 106 / 51,Controller,72.7,8.3,1.98,247 / 165 / 80,Vandal,Assault Rifles,54.0,43.0,2.0,1452.0,Sheriff,Sidearms,54.0,45.0,1.0,164.0,Ghost,Sidearms,55.0,44.0,1.0,105.0,Split,84.2,16.3,Abyss,81.2,13.2,Bind,76.5,13.4,Haven,75.0,12.4,Pearl,66.7,10.5,Fracture,64.7,11.6,Lotus,50.0,8.8
29,QoR nerve#meg,na,Immortal 3,407.0,341.0,688.0,78.0,45.0,146.5,1.1,35.9,50.0,39.0,75.7,13.0,1326.0,1202.0,587.0,219.9,1.59,0.8,129.0,60.0,3.0,50.5,Astra,10.0,19.0,63.2,1.1,139.5,209.2,16.0,Pearl,67.0,Clove,6.9,12.0,41.7,1.13,179.1,269.3,16.0,Fracture,100.0,Vyse,4.4,8.0,50.0,1.07,146.0,212.3,10.0,Abyss,60.0,Controller,43.2,19.22,1.66,790 / 711 / 392,Sentinel,46.7,7.8,1.48,233 / 213 / 83,Initiator,66.7,12.6,1.49,280 / 262 / 111,Duelist,100.0,1.0,1.5,23 / 16 / 1,Vandal,Assault Rifles,52.0,44.0,4.0,774.0,Phantom,Assault Rifles,48.0,47.0,5.0,173.0,Sheriff,Sidearms,59.0,39.0,1.0,115.0,Abyss,80.0,8.2,Pearl,66.7,8.4,Haven,60.0,6.4,Fracture,46.2,6.7,Split,40.0,4.5,Lotus,38.5,5.7,Bind,20.0,2.7
30,MateNiles#fire,na,Radiant,450.0,271.0,878.0,98.0,53.0,146.5,1.0,31.9,51.0,50.0,69.6,1.0,1610.0,1617.0,348.0,223.4,1.21,0.8,308.0,61.0,2.0,49.4,Raze,24.0,43.0,58.1,1.03,151.8,231.3,7.0,Lotus,67.0,Jett,15.0,29.0,41.4,1.03,151.1,229.4,5.0,Pearl,50.0,Tejo,2.8,6.0,83.3,1.04,133.8,201.0,0.0,Fracture,100.0,Duelist,49.4,38.39,1.21,"1,287 / 1,276 / 252",Controller,75.0,3.1,1.35,75 / 80 / 33,Sentinel,20.0,1.4,1.08,74 / 84 / 17,Initiator,66.7,8.4,1.24,174 / 177 / 46,Vandal,Assault Rifles,45.0,52.0,3.0,1021.0,Sheriff,Sidearms,67.0,31.0,2.0,166.0,Ghost,Sidearms,58.0,40.0,2.0,103.0,Fracture,78.6,11.3,Lotus,58.8,10.7,Split,58.3,7.5,Haven,50.0,6.6,Pearl,50.0,8.8,Bind,43.8,7.9,Abyss,9.1,1.1
31,InC fronto#shai,na,Immortal 3,406.0,346.0,414.0,131.0,71.0,147.5,1.11,32.8,60.3,79.0,76.3,10.0,2243.0,2021.0,817.0,224.9,1.51,0.8,260.0,110.0,7.0,53.4,Clove,25.0,48.0,58.3,1.05,152.6,232.1,3.0,Split,79.0,Neon,13.0,25.0,60.0,1.14,158.9,245.1,19.0,Haven,80.0,Deadlock,13.0,24.0,58.3,1.22,138.5,212.3,14.0,Bind,56.0,Duelist,63.6,21.11,1.4,594 / 532 / 151,Controller,57.4,31.23,1.53,915 / 865 / 409,Initiator,75.0,3.1,1.77,64 / 62 / 46,Sentinel,60.0,24.14,1.57,670 / 562 / 211,Vandal,Assault Rifles,47.0,49.0,4.0,1293.0,Phantom,Assault Rifles,38.0,56.0,6.0,348.0,Sheriff,Sidearms,61.0,39.0,0.0,129.0,Split,75.0,12.4,Fracture,66.7,12.5,Pearl,61.9,13.8,Abyss,60.0,12.7,Bind,57.9,11.7,Haven,55.0,11.9,Lotus,47.1,8.9
32,L11 Jonaaa6#ape,na,Radiant,537.0,129.0,924.0,89.0,47.0,149.0,1.2,33.9,53.9,48.0,74.7,24.0,1501.0,1247.0,473.0,224.7,1.58,0.8,140.0,60.0,2.0,50.4,Sova,10.0,19.0,63.2,1.25,153.7,226.8,34.0,Haven,50.0,Fade,7.1,12.0,58.3,1.13,143.3,216.2,18.0,Pearl,58.0,Cypher,5.6,11.0,54.5,1.3,154.5,229.0,32.0,Split,50.0,Duelist,60.0,6.4,1.38,178 / 150 / 29,Sentinel,44.4,12.14,1.42,447 / 388 / 103,Controller,80.0,4.1,1.81,79 / 59 / 28,Initiator,55.3,26.21,1.71,797 / 650 / 313,Vandal,Assault Rifles,46.0,49.0,5.0,753.0,Phantom,Assault Rifles,36.0,60.0,4.0,241.0,Ghost,Sidearms,56.0,41.0,3.0,116.0,Abyss,84.6,11.2,Pearl,60.0,9.6,Split,54.5,6.5,Bind,53.8,7.6,Lotus,46.2,6.6,Haven,46.2,6.7,Fracture,27.3,3.8
33,CRASHOUT CYN#TILT,na,Radiant,476.0,213.0,948.0,330.0,179.0,134.9,0.96,23.7,53.6,177.0,72.8,7.0,5026.0,5242.0,1968.0,204.7,1.33,0.7,554.0,247.0,7.0,51.1,Clove,44.0,79.0,58.2,0.94,145.7,224.1,10.0,Haven,77.0,Chamber,19.0,36.0,44.4,1.0,128.2,191.6,5.0,Abyss,44.0,Reyna,16.0,31.0,58.1,1.02,144.5,218.2,1.0,Lotus,71.0,Sentinel,59.6,59.4,1.26,"1,430 / 1,425 / 365",Duelist,50.0,27.26,1.3,851 / 856 / 263,Controller,58.5,48.34,1.44,"1,385 / 1,479 / 743",Initiator,45.3,43.52,1.32,"1,360 / 1,482 / 597",Vandal,Assault Rifles,44.0,52.0,4.0,2211.0,Phantom,Assault Rifles,37.0,58.0,6.0,1017.0,Ghost,Sidearms,46.0,52.0,2.0,312.0,Haven,61.9,26.15,Bind,60.0,27.18,Split,56.5,26.2,Pearl,54.3,25.21,Lotus,51.0,25.24,Abyss,49.0,25.26,Fracture,45.1,23.28
34,rukia#b00,na,Immortal 3,440.0,289.0,132.0,93.0,48.0,154.0,1.07,32.9,53.8,50.0,75.9,7.0,1589.0,1489.0,590.0,234.5,1.46,0.8,181.0,52.0,0.0,51.0,Clove,19.0,37.0,56.8,1.02,166.2,253.1,1.0,Pearl,63.0,Fade,5.6,11.0,81.8,0.98,128.6,189.8,2.0,Bind,100.0,Chamber,3.7,7.0,42.9,1.45,181.8,286.1,43.0,Fracture,20.0,Controller,56.4,22.17,1.48,729 / 696 / 300,Initiator,65.2,15.8,1.58,333 / 323 / 177,Duelist,36.4,4.7,1.34,187 / 165 / 34,Sentinel,45.0,9.11,1.37,340 / 305 / 79,Vandal,Assault Rifles,50.0,48.0,2.0,740.0,Phantom,Assault Rifles,38.0,58.0,4.0,386.0,Sheriff,Sidearms,60.0,40.0,1.0,87.0,Bind,68.8,11.5,Split,64.3,9.5,Lotus,58.3,7.5,Haven,54.5,6.5,Pearl,54.5,6.5,Abyss,42.9,6.8,Fracture,33.3,5.1
35,UKY KJR#1111,na,Immortal 3,242.0,788.0,356.0,254.0,133.0,145.3,1.0,33.3,53.9,137.0,74.7,4.0,4010.0,4029.0,1544.0,214.1,1.38,0.8,407.0,163.0,4.0,50.9,Clove,54.0,106.0,52.8,1.01,157.8,235.6,4.0,Haven,56.0,Skye,15.0,29.0,62.1,0.92,123.8,178.6,2.0,Bind,60.0,Jett,15.0,28.0,46.4,0.94,143.5,209.6,2.0,Fracture,57.0,Controller,53.3,57.49,1.48,"1,831 / 1,803 / 845",Duelist,50.0,38.37,1.19,"1,173 / 1,217 / 278",Initiator,55.6,30.24,1.39,750 / 787 / 346,Sentinel,70.6,12.5,1.49,256 / 222 / 75,Vandal,Assault Rifles,46.0,51.0,3.0,2807.0,Ghost,Sidearms,51.0,47.0,2.0,298.0,Sheriff,Sidearms,58.0,41.0,1.0,285.0,Fracture,61.3,19.12,Split,55.3,21.17,Bind,54.1,20.17,Abyss,54.1,20.16,Lotus,53.7,22.18,Haven,50.0,18.18,Pearl,50.0,17.17
36,curse#UGG,na,Immortal 3,363.0,413.0,252.0,93.0,50.0,172.2,1.31,32.0,65.6,61.0,75.9,32.0,1805.0,1382.0,463.0,259.1,1.64,0.9,273.0,82.0,5.0,55.9,Iso,16.0,31.0,74.2,1.49,191.3,284.3,58.0,Abyss,83.0,Clove,10.0,20.0,60.0,1.15,174.6,264.7,21.0,Haven,80.0,Phoenix,7.5,13.0,69.2,1.22,164.3,250.1,1.0,Lotus,80.0,Duelist,68.6,35.15,1.66,"1,035 / 761 / 228",Sentinel,42.9,3.3,1.47,112 / 93 / 25,Controller,60.0,12.8,1.54,397 / 346 / 136,Initiator,73.3,11.3,1.84,261 / 182 / 74,Vandal,Assault Rifles,42.0,54.0,4.0,1270.0,Ghost,Sidearms,41.0,57.0,2.0,124.0,Sheriff,Sidearms,57.0,41.0,3.0,87.0,Lotus,75.0,9.3,Bind,72.7,8.3,Abyss,71.4,10.3,Haven,66.7,10.4,Pearl,64.3,9.5,Fracture,57.1,8.6,Split,53.8,7.5
37,ShadowKnight#ONI,na,Immortal 3,430.0,306.0,482.0,85.0,47.0,152.4,1.15,29.3,56.5,48.0,73.2,19.0,1461.0,1265.0,422.0,228.0,1.49,0.8,205.0,77.0,4.0,52.1,Reyna,25.0,46.0,60.9,1.19,155.7,235.9,19.0,Split,75.0,Raze,6.0,11.0,72.7,1.23,171.7,251.7,36.0,Fracture,100.0,Jett,5.3,9.0,33.3,1.03,147.6,216.9,9.0,Haven,25.0,Sentinel,47.1,8.9,1.43,254 / 232 / 77,Duelist,59.7,40.27,1.5,"1,187 / 1,015 / 340",Initiator,0.0,0.1,1.39,20 / 18 / 5,,,,,,Vandal,Assault Rifles,40.0,57.0,4.0,962.0,Sheriff,Sidearms,65.0,33.0,2.0,126.0,Ghost,Sidearms,48.0,50.0,2.0,124.0,Bind,90.0,9.1,Split,66.7,8.4,Fracture,63.6,7.4,Pearl,54.5,6.5,Abyss,53.8,7.6,Haven,50.0,7.7,Lotus,28.6,4.1
38,Extreme#Ext,na,Immortal 3,423.0,315.0,666.0,209.0,115.0,147.0,0.98,42.9,55.5,116.0,73.3,10.0,3618.0,3700.0,1390.0,223.9,1.35,0.8,369.0,140.0,5.0,51.2,Clove,78.0,142.0,59.2,0.94,148.9,226.5,17.0,Lotus,73.0,Reyna,15.0,28.0,50.0,1.24,161.6,250.3,16.0,Haven,75.0,Jett,9.1,16.0,37.5,0.92,136.2,208.0,10.0,Split,67.0,Duelist,44.7,21.26,1.3,853 / 784 / 169,Controller,59.2,84.57,1.35,"2,457 / 2,619 / 1,090",Sentinel,66.7,4.2,1.66,94 / 71 / 24,Initiator,50.0,7.7,1.42,214 / 226 / 107,Vandal,Assault Rifles,58.0,39.0,3.0,2504.0,Sheriff,Sidearms,71.0,28.0,2.0,374.0,Classic,Sidearms,50.0,48.0,2.0,222.0,Lotus,64.5,20.11,Bind,56.7,17.13,Pearl,56.2,18.13,Split,54.8,17.14,Haven,53.8,14.12,Fracture,53.3,16.14,Abyss,48.3,14.15
39,Rafe#efaR,na,Immortal 3,447.0,279.0,687.0,81.0,45.0,148.6,1.01,26.2,54.3,44.0,73.3,3.0,1363.0,1345.0,496.0,224.7,1.38,0.8,165.0,73.0,0.0,50.8,Clove,17.0,31.0,58.1,0.97,153.1,235.1,6.0,Split,80.0,Iso,9.7,18.0,61.1,1.14,157.9,241.3,15.0,Haven,100.0,Vyse,6.3,11.0,63.6,1.04,144.0,211.1,15.0,Split,75.0,Sentinel,68.8,11.5,1.33,246 / 243 / 77,Duelist,50.0,12.11,1.36,425 / 390 / 106,Initiator,28.6,2.5,1.27,98 / 113 / 45,Controller,55.9,19.13,1.44,594 / 599 / 268,Vandal,Assault Rifles,39.0,57.0,4.0,785.0,Phantom,Assault Rifles,42.0,53.0,6.0,260.0,Sheriff,Sidearms,46.0,52.0,3.0,114.0,Bind,75.0,9.2,Haven,66.7,6.3,Split,66.7,8.4,Lotus,57.1,8.5,Fracture,41.2,7.9,Abyss,37.5,3.5,Pearl,33.3,3.6
40,SEN tarik#1337,na,Immortal 3,340.0,457.0,722.0,62.0,34.0,152.2,1.11,25.2,53.2,33.0,72.4,14.0,1091.0,986.0,269.0,227.1,1.38,0.8,157.0,34.0,0.0,50.1,Jett,14.0,27.0,48.1,1.04,146.4,220.5,8.0,Haven,60.0,Tejo,8.1,15.0,60.0,1.23,155.2,229.5,26.0,Abyss,100.0,Raze,4.5,7.0,42.9,1.15,175.1,254.8,26.0,Bind,60.0,Duelist,46.2,18.21,1.28,685 / 633 / 124,Initiator,60.0,9.6,1.6,263 / 213 / 77,Sentinel,50.0,2.2,1.29,79 / 69 / 10,Controller,100.0,4.0,1.72,64 / 71 / 58,Vandal,Assault Rifles,37.0,60.0,3.0,449.0,Operator,Sniper Rifles,7.0,93.0,0.0,136.0,Guardian,Assault Rifles,45.0,55.0,0.0,123.0,Bind,60.0,6.4,Haven,57.1,4.3,Split,55.6,5.4,Fracture,55.6,5.4,Pearl,50.0,5.5,Abyss,50.0,4.4,Lotus,44.4,4.5
41,Swashy#UWB,na,Radiant,464.0,229.0,314.0,87.0,49.0,141.3,1.06,28.2,52.9,46.0,73.6,16.0,1354.0,1274.0,601.0,207.9,1.53,0.7,120.0,69.0,0.0,52.1,Sova,11.0,19.0,57.9,1.1,141.9,205.3,20.0,Abyss,64.0,Tejo,9.4,17.0,64.7,1.29,154.2,221.6,39.0,Lotus,83.0,Cypher,5.8,11.0,54.5,1.13,140.0,201.5,26.0,Split,33.0,Controller,50.0,5.5,1.57,152 / 160 / 100,Initiator,54.9,28.22,1.57,787 / 741 / 373,Sentinel,54.5,12.1,1.44,350 / 319 / 110,Duelist,25.0,1.3,1.54,65 / 54 / 18,Vandal,Assault Rifles,42.0,54.0,3.0,802.0,Ghost,Sidearms,44.0,52.0,4.0,119.0,Sheriff,Sidearms,57.0,42.0,1.0,108.0,Lotus,63.6,7.4,Abyss,58.3,7.5,Fracture,57.1,8.6,Pearl,50.0,7.7,Haven,50.0,6.6,Split,46.2,6.7,Bind,45.5,5.5
42,EU MUDEI PARA 25#2025,na,Immortal 3,362.0,414.0,376.0,195.0,104.0,143.1,0.97,18.6,44.6,87.0,71.0,8.0,3215.0,3306.0,1057.0,230.0,1.29,0.8,564.0,121.0,7.0,48.0,Jett,32.0,61.0,52.5,1.0,143.6,232.7,7.0,Pearl,60.0,Cypher,16.0,32.0,46.9,0.92,128.3,203.6,14.0,Haven,80.0,Clove,14.0,25.0,56.0,1.0,161.4,262.9,5.0,Fracture,75.0,Sentinel,42.3,22.28,1.29,814 / 831 / 257,Duelist,45.7,42.5,1.22,"1,502 / 1,560 / 395",Initiator,30.4,7.16,1.33,371 / 390 / 149,Controller,57.1,16.12,1.49,528 / 525 / 256,Vandal,Assault Rifles,35.0,61.0,4.0,816.0,Phantom,Assault Rifles,31.0,63.0,6.0,653.0,Judge,Shotguns,14.0,76.0,10.0,329.0,Pearl,56.0,14.11,Haven,54.5,12.1,Fracture,48.4,15.15,Bind,41.9,13.18,Lotus,40.6,13.18,Abyss,38.5,10.16,Split,35.7,10.18
43,stellar#bden,na,Immortal 3,329.0,485.0,660.0,51.0,28.0,142.7,1.09,25.0,60.8,31.0,74.0,11.0,828.0,763.0,332.0,209.7,1.52,0.7,75.0,47.0,0.0,52.1,Tejo,7.6,14.0,57.1,0.99,133.4,192.1,7.0,Pearl,67.0,Vyse,5.8,9.0,55.6,1.17,143.9,216.2,19.0,Split,67.0,Phoenix,4.1,8.0,62.5,1.27,160.5,239.8,8.0,Fracture,40.0,Initiator,50.0,11.11,1.36,311 / 332 / 141,Sentinel,61.5,8.5,1.55,256 / 213 / 75,Controller,85.7,6.1,1.86,106 / 90 / 61,Duelist,66.7,6.3,1.64,155 / 128 / 55,Vandal,Assault Rifles,41.0,55.0,5.0,383.0,Phantom,Assault Rifles,34.0,58.0,8.0,124.0,Classic,Sidearms,32.0,66.0,3.0,47.0,Bind,77.8,7.2,Fracture,70.0,7.3,Lotus,66.7,4.2,Split,55.6,5.4,Haven,50.0,3.3,Pearl,50.0,2.2,Abyss,42.9,3.4
44,twitch betondog#buba,na,Immortal 3,341.0,456.0,717.0,199.0,106.0,149.8,0.96,35.4,49.7,99.0,65.5,29.0,3376.0,3516.0,768.0,233.4,1.18,0.8,760.0,128.0,9.0,49.9,Phoenix,101.0,192.0,50.0,0.97,150.2,234.2,30.0,Lotus,58.0,Iso,3.5,6.0,33.3,0.92,149.6,229.5,5.0,Split,50.0,Reyna,0.5,1.0,100.0,0.41,99.0,128.3,61.0,Lotus,100.0,Duelist,49.7,99.99,1.18,"3,376 / 3,516 / 768",,,,,,,,,,,,,,,,Vandal,Assault Rifles,56.0,40.0,4.0,2558.0,Stinger,SMGs,18.0,73.0,8.0,327.0,Ghost,Sidearms,55.0,41.0,4.0,273.0,Haven,60.7,17.11,Lotus,57.6,19.14,Bind,52.0,13.12,Abyss,48.1,13.14,Fracture,46.4,13.15,Pearl,44.4,12.15,Split,38.7,12.18
45,Galahad#Kyana,na,Immortal 3,304.0,557.0,361.0,94.0,49.0,136.4,0.96,24.5,54.3,51.0,68.3,1.0,1389.0,1446.0,390.0,207.4,1.23,0.7,265.0,75.0,2.0,51.2,Sova,15.0,28.0,42.9,0.91,134.7,201.3,1.0,Haven,56.0,Chamber,6.7,13.0,69.2,1.09,130.0,202.3,1.0,Fracture,83.0,Killjoy,6.0,12.0,33.3,0.96,138.7,208.9,5.0,Split,33.0,Duelist,75.0,15.4,1.36,347 / 316 / 82,Sentinel,55.0,22.17,1.15,544 / 574 / 116,Controller,66.7,2.1,1.53,65 / 53 / 16,Initiator,38.7,12.19,1.21,433 / 503 / 176,Vandal,Assault Rifles,38.0,58.0,5.0,624.0,Operator,Sniper Rifles,6.0,93.0,1.0,139.0,Phantom,Assault Rifles,32.0,62.0,6.0,119.0,Pearl,69.2,9.4,Bind,66.7,10.4,Fracture,64.3,9.5,Lotus,60.0,6.3,Haven,53.8,7.6,Split,40.0,6.9,Abyss,28.6,4.1
46,Demi#1by1,na,Immortal 3,300.0,577.0,449.0,102.0,56.0,160.7,1.06,31.7,48.0,49.0,72.9,9.0,1902.0,1786.0,615.0,245.9,1.41,0.9,270.0,71.0,11.0,49.6,Clove,23.0,42.0,50.0,1.12,173.5,268.4,13.0,Split,67.0,Raze,12.0,23.0,47.8,1.06,159.1,243.8,10.0,Fracture,57.0,Jett,6.5,11.0,54.5,1.07,155.7,240.8,9.0,Pearl,60.0,Controller,48.8,21.2,1.59,895 / 805 / 388,Sentinel,50.0,3.3,1.29,91 / 92 / 28,Duelist,50.0,25.25,1.26,872 / 833 / 178,Initiator,0.0,0.3,1.16,44 / 56 / 21,Vandal,Assault Rifles,48.0,49.0,2.0,1016.0,Phantom,Assault Rifles,38.0,58.0,5.0,259.0,Sheriff,Sidearms,64.0,35.0,0.0,159.0,Split,58.3,7.5,Fracture,56.2,9.7,Pearl,55.6,10.8,Bind,53.3,8.7,Abyss,46.2,6.6,Lotus,33.3,5.9,Haven,30.8,4.9
47,ssssssssssssssss#linda,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Glory#idk,na,Immortal 3,291.0,600.0,614.0,143.0,77.0,135.0,1.02,31.2,52.4,75.0,74.6,5.0,2132.0,2089.0,1027.0,201.8,1.51,0.7,192.0,102.0,0.0,51.3,Tejo,15.0,29.0,58.6,1.18,145.4,211.2,23.0,Haven,67.0,Sova,6.7,13.0,38.5,0.91,125.4,184.0,4.0,Abyss,50.0,Vyse,6.9,12.0,58.3,0.9,132.0,190.5,3.0,Pearl,67.0,Sentinel,68.2,15.7,1.4,318 / 317 / 125,Duelist,47.8,11.12,1.36,397 / 379 / 118,Initiator,50.0,36.35,1.6,"1,040 / 990 / 543",Controller,50.0,13.13,1.53,377 / 403 / 241,Vandal,Assault Rifles,49.0,47.0,4.0,976.0,Phantom,Assault Rifles,46.0,50.0,4.0,450.0,Classic,Sidearms,36.0,63.0,1.0,92.0,Lotus,59.1,13.9,Abyss,58.8,10.7,Fracture,56.5,13.1,Pearl,52.9,9.8,Split,50.0,10.9,Bind,45.8,11.13,Haven,45.0,9.11
49,Legends#99999,na,Immortal 3,343.0,454.0,427.0,98.0,53.0,165.6,1.22,34.1,58.2,57.0,78.1,27.0,1794.0,1465.0,659.0,248.2,1.67,0.9,143.0,91.0,3.0,53.6,Clove,24.0,45.0,55.6,1.18,176.1,272.1,19.0,Haven,63.0,Tejo,6.0,12.0,91.7,1.37,149.0,209.6,40.0,Fracture,86.0,Cypher,5.1,9.0,44.4,1.22,147.5,213.3,28.0,Split,33.0,Initiator,70.4,19.8,1.83,444 / 336 / 171,Controller,55.6,25.19,1.69,879 / 744 / 379,Duelist,50.0,5.5,1.52,209 / 166 / 43,Sentinel,50.0,8.8,1.5,262 / 219 / 66,Vandal,Assault Rifles,45.0,52.0,3.0,1252.0,Guardian,Assault Rifles,58.0,40.0,2.0,142.0,Sheriff,Sidearms,71.0,28.0,1.0,137.0,Fracture,66.7,12.6,Abyss,66.7,8.4,Lotus,66.7,8.4,Haven,53.8,7.6,Bind,53.8,7.5,Split,53.3,8.7,Pearl,46.7,7.8
0,NewtZera#magic,na,Immortal 3,225.0,868.0,131.0,176.0,94.0,159.0,1.12,27.5,57.4,101.0,71.5,14.0,3178.0,2827.0,981.0,243.7,1.47,0.8,460.0,157.0,5.0,52.9,Clove,25.0,46.0,65.2,1.08,167.3,260.1,7.0,Haven,88.0,Vyse,14.0,27.0,63.0,1.23,158.8,242.6,27.0,Fracture,71.0,Reyna,12.0,22.0,45.5,1.23,167.5,255.4,27.0,Abyss,50.0,Duelist,46.9,30.33,1.36,"1,110 / 1,008 / 263",Controller,64.7,33.18,1.57,999 / 914 / 440,Initiator,52.6,10.9,1.41,304 / 279 / 88,Sentinel,66.7,28.13,1.53,765 / 626 / 190,Vandal,Assault Rifles,39.0,57.0,4.0,2106.0,Phantom,Assault Rifles,31.0,65.0,4.0,222.0,Sheriff,Sidearms,56.0,43.0,1.0,189.0,Haven,76.0,19.5,Pearl,64.0,16.8,Split,57.1,12.9,Fracture,56.7,17.13,Lotus,54.2,13.11,Abyss,50.0,11.11,Bind,44.8,13.16
1,Rebolt#Chion,na,Immortal 3,297.0,585.0,578.0,172.0,91.0,132.7,0.92,25.5,51.2,88.0,72.5,7.0,2486.0,2697.0,1060.0,198.6,1.31,0.7,256.0,122.0,4.0,50.6,Tejo,18.0,35.0,60.0,1.02,142.1,210.5,9.0,Bind,100.0,Breach,9.7,19.0,57.9,0.88,120.6,184.3,17.0,Fracture,61.0,Sova,10.0,19.0,57.9,0.89,126.9,181.8,5.0,Haven,55.0,Duelist,54.2,13.11,1.2,358 / 378 / 96,Sentinel,31.8,7.15,1.15,310 / 349 / 92,Initiator,56.9,62.46,1.38,"1,553 / 1,629 / 702",Controller,35.3,6.11,1.28,265 / 341 / 170,Vandal,Assault Rifles,40.0,56.0,4.0,1368.0,Ghost,Sidearms,46.0,53.0,2.0,196.0,Sheriff,Sidearms,59.0,40.0,1.0,192.0,Fracture,63.0,17.1,Split,56.5,13.1,Haven,54.2,13.11,Pearl,50.0,11.11,Bind,48.1,13.14,Lotus,46.4,13.14,Abyss,38.1,8.13
